"No employment, High income",Age Violation,Inconsistent Loan Pct,Credit History Violation
7755,,9789.0,42126.0
7767,,9797.0,42333.0
7773,,9802.0,42386.0
7775,,9826.0,42388.0
7784,,9832.0,42394.0
7788,,9833.0,42503.0
7791,,9844.0,42543.0
7799,,9847.0,42587.0
7800,,9848.0,42651.0
7809,,9850.0,42669.0
7814,,9857.0,42683.0
7853,,9865.0,42728.0
7854,,9872.0,42773.0
7869,,9876.0,42781.0
7872,,9885.0,42788.0
7873,,9888.0,42793.0
7875,,9891.0,42866.0
7883,,9893.0,42887.0
7896,,9911.0,42928.0
7898,,9938.0,43112.0
7900,,9954.0,43159.0
7902,,9972.0,43168.0
7917,,9982.0,43190.0
7922,,9985.0,43300.0
7930,,9988.0,43372.0
7932,,9997.0,43404.0
7935,,10003.0,43445.0
7946,,10009.0,43491.0
7957,,10015.0,43524.0
7958,,10016.0,43566.0
7963,,10028.0,43578.0
7966,,10051.0,43626.0
7972,,10080.0,43675.0
7982,,10084.0,43720.0
7983,,10108.0,43776.0
7984,,10109.0,43792.0
7994,,10110.0,43823.0
8000,,10117.0,43868.0
8004,,10120.0,43879.0
8006,,10150.0,43904.0
8008,,10151.0,43947.0
8015,,10159.0,44024.0
8016,,10162.0,44056.0
8026,,10163.0,44147.0
8031,,10167.0,44150.0
8041,,10173.0,44190.0
8061,,10183.0,44191.0
8062,,10193.0,44237.0
8086,,10209.0,44249.0
8089,,10215.0,44266.0
8103,,10223.0,44313.0
8109,,10228.0,44348.0
8112,,10235.0,44438.0
8118,,10236.0,44455.0
8131,,10237.0,44479.0
8172,,10244.0,44481.0
8180,,10247.0,44496.0
8183,,10260.0,44514.0
8194,,10270.0,44531.0
8203,,10273.0,44560.0
8209,,10298.0,44578.0
8211,,10314.0,44641.0
8219,,10322.0,44643.0
8221,,10323.0,44644.0
8225,,10325.0,44672.0
8235,,10328.0,44683.0
8237,,10332.0,44724.0
8240,,10335.0,44807.0
8241,,10337.0,44815.0
8245,,10349.0,44824.0
8263,,10353.0,44886.0
8267,,10354.0,44903.0
8275,,10367.0,44929.0
8276,,10390.0,44999.0
8278,,10395.0,45029.0
8279,,10414.0,45090.0
8286,,10418.0,45094.0
8298,,10422.0,45128.0
8305,,10430.0,45164.0
8310,,10433.0,45185.0
8327,,10440.0,45195.0
8329,,10449.0,45250.0
8338,,10454.0,45300.0
8346,,10482.0,45313.0
8350,,10489.0,45316.0
8372,,10501.0,45340.0
8384,,10506.0,45343.0
8388,,10516.0,45384.0
8389,,10519.0,45412.0
8405,,10520.0,45424.0
8410,,10538.0,45468.0
8414,,10542.0,45490.0
8426,,10548.0,45499.0
8432,,10552.0,45559.0
8433,,10563.0,45681.0
8434,,10579.0,45719.0
8444,,10581.0,45796.0
8447,,10595.0,45899.0
8454,,10602.0,46046.0
8474,,10603.0,46049.0
8507,,10606.0,46077.0
8508,,10627.0,46125.0
8515,,10634.0,46194.0
8521,,10635.0,46232.0
8522,,10659.0,46278.0
8526,,10661.0,46304.0
8538,,10667.0,46370.0
8539,,10675.0,46459.0
8550,,10679.0,46462.0
8561,,10693.0,46555.0
8562,,10703.0,46600.0
8565,,10716.0,46663.0
8583,,10717.0,46674.0
8603,,10729.0,46743.0
8605,,10735.0,46811.0
8610,,10737.0,46825.0
8615,,10775.0,46834.0
8616,,10784.0,46870.0
8621,,10785.0,46919.0
8630,,10789.0,46954.0
8631,,10794.0,46963.0
8634,,10800.0,47050.0
8636,,10811.0,47068.0
8644,,10820.0,47106.0
8648,,10821.0,47111.0
8660,,10847.0,47123.0
8676,,10868.0,47224.0
8678,,10871.0,47235.0
8681,,10895.0,47237.0
8691,,10915.0,47292.0
8704,,10922.0,47333.0
8721,,10928.0,47338.0
8730,,10946.0,47400.0
8749,,10960.0,47439.0
8770,,10975.0,47456.0
8782,,10980.0,47505.0
8786,,10985.0,47564.0
8787,,10994.0,47586.0
8793,,11004.0,47664.0
8796,,11006.0,47745.0
8801,,11009.0,47809.0
8806,,11025.0,47869.0
8808,,11045.0,47873.0
8818,,11058.0,47897.0
8820,,11066.0,47914.0
8858,,11074.0,47931.0
8866,,11096.0,47971.0
8867,,11126.0,47994.0
8877,,11160.0,48043.0
8891,,11163.0,48063.0
8896,,11167.0,48146.0
8906,,11175.0,48194.0
8907,,11180.0,48205.0
8920,,11185.0,48224.0
8934,,11192.0,48283.0
8936,,11199.0,48296.0
8941,,11200.0,48327.0
8945,,11221.0,48329.0
8953,,11240.0,48366.0
8955,,11263.0,48405.0
8984,,11269.0,48454.0
8993,,11285.0,48460.0
9000,,11295.0,48510.0
9002,,11298.0,48523.0
9021,,11299.0,48534.0
9027,,11300.0,48581.0
9037,,11302.0,48583.0
9040,,11311.0,48664.0
9044,,11313.0,48686.0
9051,,11325.0,48731.0
9057,,11351.0,48771.0
9062,,11357.0,48787.0
9067,,11360.0,48898.0
9074,,11363.0,48937.0
9079,,11371.0,48970.0
9150,,11376.0,48977.0
9159,,11386.0,49068.0
9167,,11390.0,49152.0
9168,,11422.0,49202.0
9169,,11432.0,49234.0
9170,,11447.0,49317.0
9174,,11466.0,49369.0
9176,,11476.0,49398.0
9180,,11493.0,49412.0
9181,,11495.0,49451.0
9184,,11518.0,49514.0
9186,,11527.0,49602.0
9192,,11529.0,49608.0
9197,,11531.0,49620.0
9224,,11543.0,49622.0
9227,,11554.0,49643.0
9232,,11556.0,49652.0
9255,,11560.0,49699.0
9256,,11561.0,49731.0
9264,,11564.0,49736.0
9267,,11584.0,49847.0
9283,,11585.0,49856.0
9291,,11587.0,49866.0
9292,,11620.0,49895.0
9299,,11637.0,50047.0
9311,,11645.0,50131.0
9317,,11648.0,50150.0
9321,,11655.0,50159.0
9328,,11661.0,50222.0
9333,,11674.0,50339.0
9344,,11711.0,50387.0
9347,,11725.0,50423.0
9348,,11745.0,50444.0
9355,,11753.0,50489.0
9358,,11760.0,50512.0
9379,,11768.0,50552.0
9380,,11769.0,50593.0
9382,,11776.0,50611.0
9387,,11791.0,50657.0
9401,,11803.0,50700.0
9404,,11810.0,50738.0
9406,,11824.0,50796.0
9410,,11828.0,50803.0
9416,,11840.0,50812.0
9425,,11844.0,50858.0
9431,,11851.0,50860.0
9437,,11855.0,50912.0
9449,,11873.0,50914.0
9450,,11884.0,50917.0
9457,,11888.0,50933.0
9460,,11890.0,50969.0
9463,,11901.0,50975.0
9477,,11911.0,50979.0
9479,,11914.0,50997.0
9485,,11919.0,51025.0
9489,,11923.0,51031.0
9490,,11928.0,51075.0
9501,,11942.0,51170.0
9505,,11955.0,51172.0
9520,,11976.0,51229.0
9539,,11988.0,51304.0
9548,,11999.0,51323.0
9557,,12015.0,51324.0
9558,,12018.0,51386.0
9570,,12028.0,51422.0
9574,,12041.0,51490.0
9584,,12060.0,51504.0
9587,,12062.0,51519.0
9596,,12066.0,51634.0
9601,,12067.0,51687.0
9602,,12075.0,51753.0
9605,,12090.0,51754.0
9608,,12093.0,51757.0
9609,,12105.0,51830.0
9615,,12108.0,51841.0
9635,,12142.0,51864.0
9639,,12151.0,51900.0
9668,,12156.0,51920.0
9669,,12164.0,51997.0
9670,,12176.0,52006.0
9676,,12211.0,52044.0
9679,,12239.0,52082.0
9685,,12257.0,52105.0
9693,,12264.0,52108.0
9697,,12266.0,52128.0
9699,,12271.0,52158.0
9708,,12277.0,52169.0
9710,,12284.0,52177.0
9712,,12303.0,52193.0
9726,,12305.0,52323.0
9738,,12306.0,52326.0
9745,,12316.0,52568.0
9756,,12322.0,52570.0
9773,,12325.0,52571.0
9784,,12327.0,52572.0
9786,,12337.0,52626.0
9789,,12346.0,52637.0
9802,,12347.0,52663.0
9803,,12349.0,52775.0
9809,,12351.0,52855.0
9821,,12355.0,52876.0
9834,,12357.0,52888.0
9853,,12371.0,52890.0
9872,,12386.0,52926.0
9882,,12388.0,52945.0
9888,,12397.0,52966.0
9893,,12404.0,52976.0
9903,,12412.0,53007.0
9913,,12424.0,53036.0
9921,,12434.0,53093.0
9922,,12435.0,53145.0
9926,,12438.0,53150.0
9952,,12464.0,53229.0
9955,,12470.0,53236.0
9958,,12471.0,53339.0
9960,,12489.0,53416.0
9973,,12507.0,53428.0
9980,,12510.0,53462.0
9981,,12514.0,53538.0
9987,,12543.0,53606.0
10000,,12552.0,53783.0
10003,,12554.0,53869.0
10023,,12556.0,53908.0
10036,,12563.0,54004.0
10039,,12564.0,54012.0
10041,,12568.0,54040.0
10047,,12583.0,54051.0
10052,,12587.0,54055.0
10064,,12609.0,54075.0
10067,,12610.0,54134.0
10068,,12613.0,54149.0
10070,,12618.0,54150.0
10072,,12619.0,54188.0
10086,,12625.0,54208.0
10095,,12630.0,54303.0
10105,,12637.0,54336.0
10123,,12675.0,54347.0
10128,,12679.0,54381.0
10134,,12686.0,54465.0
10139,,12692.0,54518.0
10147,,12703.0,54523.0
10149,,12717.0,54524.0
10166,,12739.0,54587.0
10174,,12758.0,54597.0
10175,,12759.0,54706.0
10187,,12783.0,54740.0
10189,,12790.0,54768.0
10192,,12792.0,54839.0
10198,,12802.0,54840.0
10206,,12818.0,54849.0
10207,,12819.0,54856.0
10212,,12821.0,54880.0
10213,,12823.0,54984.0
10221,,12831.0,55066.0
10226,,12852.0,55092.0
10227,,12860.0,55116.0
10232,,12874.0,55132.0
10249,,12885.0,55167.0
10258,,12887.0,55178.0
10265,,12890.0,55189.0
10266,,12903.0,55201.0
10270,,12922.0,55204.0
10274,,12928.0,55239.0
10275,,12947.0,55286.0
10278,,12950.0,55304.0
10281,,12957.0,55315.0
10299,,12972.0,55469.0
10302,,12982.0,55755.0
10310,,12983.0,55783.0
10316,,12984.0,55790.0
10328,,12985.0,55809.0
10330,,12989.0,55842.0
10332,,13000.0,55907.0
10348,,13001.0,55951.0
10355,,13018.0,55954.0
10360,,13020.0,56013.0
10370,,13035.0,56016.0
10392,,13037.0,56079.0
10395,,13052.0,56210.0
10397,,13053.0,56243.0
10407,,13058.0,56290.0
10411,,13071.0,56394.0
10418,,13084.0,56416.0
10425,,13087.0,56443.0
10426,,13097.0,56450.0
10447,,13118.0,56518.0
10457,,13128.0,56578.0
10484,,13139.0,56605.0
10488,,13151.0,56615.0
10494,,13165.0,56617.0
10497,,13180.0,56719.0
10506,,13190.0,56739.0
10538,,13195.0,56800.0
10540,,13197.0,56805.0
10549,,13205.0,56883.0
10553,,13213.0,56927.0
10564,,13214.0,56970.0
10565,,13217.0,56979.0
10566,,13223.0,57017.0
10591,,13237.0,57050.0
10602,,13239.0,57071.0
10609,,13251.0,57109.0
10610,,13261.0,57185.0
10614,,13266.0,57386.0
10616,,13293.0,57406.0
10629,,13300.0,57422.0
10634,,13307.0,57432.0
10637,,13318.0,57445.0
10657,,13342.0,57488.0
10663,,13357.0,57499.0
10666,,13364.0,57501.0
10685,,13374.0,57502.0
10689,,13376.0,57573.0
10699,,13383.0,57578.0
10704,,13386.0,57617.0
10716,,13388.0,57691.0
10718,,13390.0,57716.0
10728,,13393.0,57796.0
10733,,13401.0,57865.0
10756,,13406.0,57884.0
10771,,13409.0,57903.0
10773,,13417.0,58127.0
10777,,13430.0,58147.0
10781,,13443.0,58167.0
10782,,13444.0,58211.0
10790,,13466.0,58241.0
10799,,13471.0,58244.0
10807,,13474.0,58307.0
10812,,13485.0,58317.0
10822,,13487.0,58379.0
10833,,13488.0,58392.0
10834,,13513.0,58400.0
10835,,13523.0,58446.0
10849,,13532.0,58457.0
10851,,13550.0,58492.0
10861,,13555.0,58495.0
10863,,13589.0,58501.0
10864,,13590.0,58572.0
10866,,13591.0,58579.0
10872,,13594.0,58611.0
10886,,13595.0,58620.0
10898,,13606.0,
10905,,13608.0,
10913,,13610.0,
10921,,13612.0,
10922,,13633.0,
10925,,13638.0,
10927,,13645.0,
10930,,13663.0,
10934,,13666.0,
10942,,13677.0,
10943,,13696.0,
10957,,13705.0,
10964,,13711.0,
10987,,13714.0,
10992,,13715.0,
10998,,13721.0,
11002,,13741.0,
11006,,13744.0,
11015,,13749.0,
11020,,13758.0,
11021,,13759.0,
11026,,13768.0,
11037,,13786.0,
11048,,13791.0,
11059,,13794.0,
11063,,13804.0,
11082,,13827.0,
11086,,13830.0,
11092,,13831.0,
11097,,13852.0,
11106,,13858.0,
11116,,13861.0,
11120,,13864.0,
11127,,13872.0,
11130,,13874.0,
11136,,13893.0,
11146,,13901.0,
11173,,13907.0,
11178,,13938.0,
11184,,13949.0,
11189,,13956.0,
11192,,13958.0,
11193,,13964.0,
11198,,13987.0,
11206,,13988.0,
11207,,13991.0,
11211,,13996.0,
11222,,14011.0,
11223,,14014.0,
11226,,14015.0,
11227,,14020.0,
11233,,14036.0,
11234,,14043.0,
11243,,14047.0,
11255,,14048.0,
11257,,14065.0,
11275,,14066.0,
11281,,14070.0,
11287,,14081.0,
11289,,14083.0,
11290,,14088.0,
11295,,14099.0,
11301,,14102.0,
11306,,14104.0,
11314,,14106.0,
11318,,14113.0,
11321,,14122.0,
11333,,14124.0,
11337,,14127.0,
11345,,14129.0,
11354,,14134.0,
11356,,14139.0,
11358,,14144.0,
11363,,14160.0,
11375,,14167.0,
11376,,14174.0,
11400,,14181.0,
11404,,14198.0,
11408,,14206.0,
11412,,14208.0,
11416,,14214.0,
11419,,14239.0,
11436,,14244.0,
11443,,14245.0,
11445,,14246.0,
11448,,14270.0,
11480,,14283.0,
11482,,14295.0,
11496,,14298.0,
11497,,14303.0,
11498,,14306.0,
11500,,14314.0,
11518,,14327.0,
11524,,14333.0,
11526,,14352.0,
11529,,14357.0,
11537,,14364.0,
11539,,14383.0,
11543,,14386.0,
11550,,14390.0,
11554,,14401.0,
11579,,14418.0,
11580,,14420.0,
11592,,14427.0,
11604,,14428.0,
11618,,14452.0,
11622,,14456.0,
11629,,14471.0,
11633,,14480.0,
11654,,14482.0,
11658,,14499.0,
11667,,14502.0,
11677,,14507.0,
11700,,14516.0,
11702,,14520.0,
11703,,14525.0,
11711,,14535.0,
11719,,14542.0,
11720,,14543.0,
11723,,14546.0,
11725,,14547.0,
11727,,14549.0,
11728,,14561.0,
11738,,14570.0,
11757,,14582.0,
11760,,14597.0,
11762,,14601.0,
11776,,14606.0,
11794,,14621.0,
11812,,14636.0,
11817,,14638.0,
11821,,14639.0,
11826,,14653.0,
11852,,14684.0,
11857,,14695.0,
11869,,14700.0,
11891,,14706.0,
11897,,14728.0,
11898,,14737.0,
11900,,14742.0,
11903,,14765.0,
11910,,14767.0,
11915,,14774.0,
11924,,14776.0,
11925,,14797.0,
11931,,14802.0,
11934,,14803.0,
11942,,14809.0,
11951,,14819.0,
11956,,14829.0,
11958,,14830.0,
11978,,14852.0,
12027,,14861.0,
12029,,14862.0,
12032,,14877.0,
12036,,14879.0,
12063,,14884.0,
12067,,14902.0,
12069,,14903.0,
12083,,14925.0,
12085,,14932.0,
12092,,14939.0,
12095,,14944.0,
12123,,14948.0,
12131,,14952.0,
12138,,14956.0,
12141,,14967.0,
12143,,14969.0,
12150,,14979.0,
12166,,14987.0,
12176,,14994.0,
12184,,15002.0,
12206,,15020.0,
12214,,15062.0,
12232,,15068.0,
12234,,15083.0,
12239,,15093.0,
12247,,15095.0,
12264,,15102.0,
12283,,15124.0,
12285,,15136.0,
12296,,15142.0,
12317,,15155.0,
12329,,15159.0,
12330,,15167.0,
12352,,15176.0,
12368,,15186.0,
12372,,15201.0,
12391,,15204.0,
12396,,15211.0,
12398,,15218.0,
12404,,15245.0,
12415,,15252.0,
12432,,15273.0,
12435,,15284.0,
12442,,15312.0,
12445,,15318.0,
12456,,15326.0,
12458,,15329.0,
12460,,15332.0,
12462,,15333.0,
12474,,15353.0,
12475,,15359.0,
12476,,15368.0,
12481,,15377.0,
12482,,15389.0,
12484,,15394.0,
12485,,15405.0,
12488,,15423.0,
12489,,15426.0,
12507,,15429.0,
12521,,15437.0,
12524,,15438.0,
12581,,15439.0,
12592,,15442.0,
12596,,15451.0,
12599,,15454.0,
12608,,15461.0,
12613,,15475.0,
12626,,15485.0,
12627,,15500.0,
12630,,15510.0,
12642,,15515.0,
12655,,15518.0,
12656,,15524.0,
12673,,15556.0,
12685,,15575.0,
12694,,15594.0,
12697,,15609.0,
12699,,15621.0,
12716,,15625.0,
12726,,15631.0,
12728,,15639.0,
12736,,15645.0,
12749,,15654.0,
12754,,15664.0,
12756,,15679.0,
12760,,15691.0,
12763,,15694.0,
12767,,15695.0,
12787,,15701.0,
12793,,15708.0,
12800,,15713.0,
12809,,15714.0,
12817,,15715.0,
12819,,15723.0,
12826,,15729.0,
12830,,15735.0,
12832,,15748.0,
12837,,15759.0,
12840,,15763.0,
12843,,15769.0,
12860,,15790.0,
12869,,15805.0,
12870,,15808.0,
12871,,15811.0,
12872,,15817.0,
12877,,15820.0,
12882,,15830.0,
12883,,15835.0,
12885,,15838.0,
12887,,15847.0,
12893,,15866.0,
12899,,15872.0,
12902,,15889.0,
12906,,15896.0,
12918,,15903.0,
12931,,15910.0,
12934,,15911.0,
12945,,15922.0,
12952,,15925.0,
12957,,15936.0,
12974,,15943.0,
12980,,15947.0,
12990,,15963.0,
12995,,15983.0,
13002,,15987.0,
13005,,15993.0,
13016,,15994.0,
13038,,16005.0,
13040,,16010.0,
13042,,16021.0,
13062,,16032.0,
13065,,16041.0,
13070,,16049.0,
13074,,16053.0,
13081,,16063.0,
13088,,16068.0,
13095,,16069.0,
13099,,16078.0,
13101,,16083.0,
13102,,16107.0,
13103,,16112.0,
13120,,16120.0,
13127,,16123.0,
13128,,16124.0,
13131,,16125.0,
13132,,16127.0,
13134,,16129.0,
13141,,16134.0,
13158,,16160.0,
13165,,16161.0,
13180,,16169.0,
13181,,16190.0,
13186,,16193.0,
13188,,16200.0,
13199,,16209.0,
13204,,16215.0,
13208,,16219.0,
13209,,16227.0,
13211,,16229.0,
13212,,16231.0,
13219,,16233.0,
13239,,16236.0,
13248,,16244.0,
13252,,16260.0,
13256,,16264.0,
13261,,16268.0,
13265,,16273.0,
13269,,16284.0,
13283,,16288.0,
13290,,16291.0,
13295,,16292.0,
13298,,16300.0,
13306,,16302.0,
13307,,16305.0,
13316,,16307.0,
13326,,16322.0,
13342,,16326.0,
13343,,16330.0,
13348,,16333.0,
13352,,16358.0,
13357,,16378.0,
13375,,16406.0,
13391,,16420.0,
13395,,16421.0,
13406,,16426.0,
13449,,16433.0,
13459,,16443.0,
13462,,16459.0,
13471,,16461.0,
13479,,16466.0,
13489,,16513.0,
13491,,16516.0,
13513,,16534.0,
13515,,16542.0,
13521,,16543.0,
13543,,16545.0,
13556,,16560.0,
13562,,16599.0,
13570,,16608.0,
13571,,16621.0,
13582,,16636.0,
13583,,16642.0,
13584,,16650.0,
13592,,16652.0,
13593,,16654.0,
13595,,16675.0,
13597,,16676.0,
13599,,16731.0,
13620,,16747.0,
13623,,16762.0,
13624,,16788.0,
13630,,16794.0,
13632,,16799.0,
13639,,16805.0,
13657,,16814.0,
13658,,16817.0,
13659,,16829.0,
13660,,16832.0,
13664,,16848.0,
13680,,16849.0,
13682,,16859.0,
13685,,16888.0,
13693,,16905.0,
13706,,16911.0,
13712,,16927.0,
13725,,16928.0,
13760,,16929.0,
13789,,16934.0,
13790,,16936.0,
13795,,16938.0,
13813,,16947.0,
13827,,16954.0,
13831,,16959.0,
13842,,16971.0,
13844,,16974.0,
13851,,16976.0,
13857,,16978.0,
13863,,16985.0,
13880,,16988.0,
13881,,16992.0,
13886,,16995.0,
13887,,17006.0,
13889,,17008.0,
13900,,17034.0,
13911,,17043.0,
13915,,17066.0,
13919,,17079.0,
13922,,17083.0,
13932,,17088.0,
13935,,17091.0,
13936,,17110.0,
13950,,17116.0,
13959,,17119.0,
13965,,17130.0,
13971,,17142.0,
13975,,17178.0,
13978,,17181.0,
13990,,17193.0,
13994,,17194.0,
14017,,17196.0,
14018,,17198.0,
14031,,17223.0,
14041,,17227.0,
14042,,17237.0,
14054,,17276.0,
14055,,17290.0,
14056,,17291.0,
14059,,17302.0,
14062,,17307.0,
14067,,17317.0,
14068,,17338.0,
14071,,17352.0,
14074,,17368.0,
14082,,17379.0,
14087,,17398.0,
14097,,17413.0,
14098,,17418.0,
14111,,17442.0,
14118,,17444.0,
14130,,17449.0,
14136,,17457.0,
14139,,17461.0,
14153,,17463.0,
14155,,17468.0,
14168,,17469.0,
14178,,17500.0,
14183,,17509.0,
14198,,17511.0,
14204,,17512.0,
14214,,17523.0,
14231,,17540.0,
14247,,17545.0,
14248,,17554.0,
14251,,17557.0,
14255,,17573.0,
14258,,17577.0,
14261,,17580.0,
14262,,17589.0,
14267,,17594.0,
14275,,17597.0,
14281,,17599.0,
14287,,17608.0,
14291,,17610.0,
14295,,17620.0,
14301,,17626.0,
14305,,17630.0,
14309,,17640.0,
14314,,17662.0,
14316,,17663.0,
14327,,17686.0,
14333,,17688.0,
14337,,17693.0,
14340,,17699.0,
14351,,17701.0,
14367,,17704.0,
14369,,17722.0,
14374,,17740.0,
14376,,17747.0,
14382,,17751.0,
14389,,17754.0,
14396,,17759.0,
14398,,17762.0,
14403,,17775.0,
14414,,17778.0,
14420,,17783.0,
14428,,17784.0,
14433,,17789.0,
14435,,17793.0,
14438,,17796.0,
14441,,17800.0,
14462,,17810.0,
14463,,17815.0,
14479,,17821.0,
14487,,17833.0,
14498,,17851.0,
14514,,17861.0,
14533,,17865.0,
14543,,17875.0,
14544,,17895.0,
14553,,17914.0,
14568,,17921.0,
14585,,17922.0,
14595,,17924.0,
14601,,17944.0,
14605,,17956.0,
14606,,17958.0,
14614,,17959.0,
14617,,17962.0,
14618,,17967.0,
14627,,17972.0,
14629,,17984.0,
14634,,17992.0,
14646,,17994.0,
14648,,18000.0,
14654,,18015.0,
14682,,18019.0,
14690,,18023.0,
14696,,18026.0,
14700,,18070.0,
14711,,18072.0,
14715,,18086.0,
14721,,18095.0,
14725,,18100.0,
14726,,18103.0,
14731,,18106.0,
14740,,18112.0,
14745,,18116.0,
14755,,18117.0,
14766,,18139.0,
14770,,18147.0,
14771,,18153.0,
14772,,18195.0,
14782,,18201.0,
14795,,18202.0,
14804,,18203.0,
14806,,18206.0,
14816,,18214.0,
14817,,18220.0,
14822,,18226.0,
14829,,18228.0,
14842,,18233.0,
14849,,18236.0,
14875,,18264.0,
14877,,18267.0,
14908,,18273.0,
14911,,18277.0,
14929,,18290.0,
14930,,18297.0,
14936,,18304.0,
14939,,18306.0,
14942,,18314.0,
14943,,18318.0,
14948,,18344.0,
14955,,18364.0,
14974,,18373.0,
14990,,18384.0,
14994,,18392.0,
15035,,18402.0,
15038,,18420.0,
15054,,18432.0,
15060,,18476.0,
15066,,18479.0,
15075,,18483.0,
15080,,18492.0,
15091,,18505.0,
15126,,18506.0,
15136,,18508.0,
15146,,18509.0,
15155,,18515.0,
15157,,18527.0,
15175,,18529.0,
15201,,18536.0,
15219,,18537.0,
15221,,18543.0,
15222,,18547.0,
15228,,18548.0,
15237,,18550.0,
15248,,18557.0,
15249,,18569.0,
15250,,18579.0,
15253,,18601.0,
15254,,18602.0,
15257,,18608.0,
15277,,18610.0,
15289,,18614.0,
15308,,18629.0,
15318,,18634.0,
15324,,18637.0,
15332,,18647.0,
15334,,18655.0,
15344,,18678.0,
15347,,18680.0,
15357,,18684.0,
15365,,18697.0,
15377,,18700.0,
15381,,18706.0,
15384,,18708.0,
15402,,18718.0,
15407,,18720.0,
15412,,18721.0,
15415,,18732.0,
15419,,18734.0,
15456,,18743.0,
15469,,18746.0,
15481,,18747.0,
15483,,18748.0,
15491,,18762.0,
15498,,18763.0,
15501,,18768.0,
15511,,18777.0,
15514,,18784.0,
15515,,18791.0,
15518,,18795.0,
15534,,18817.0,
15557,,18826.0,
15559,,18841.0,
15563,,18857.0,
15579,,18860.0,
15584,,18872.0,
15592,,18878.0,
15594,,18886.0,
15597,,18893.0,
15607,,18895.0,
15614,,18898.0,
15615,,18902.0,
15620,,18920.0,
15628,,18921.0,
15638,,18925.0,
15640,,18937.0,
15643,,18939.0,
15644,,18947.0,
15655,,18989.0,
15659,,18991.0,
15662,,18994.0,
15663,,19002.0,
15675,,19004.0,
15677,,19006.0,
15695,,19008.0,
15714,,19009.0,
15730,,19018.0,
15732,,19031.0,
15738,,19038.0,
15746,,19060.0,
15747,,19063.0,
15753,,19065.0,
15763,,19074.0,
15773,,19084.0,
15774,,19099.0,
15785,,19106.0,
15798,,19131.0,
15813,,19138.0,
15815,,19147.0,
15816,,19150.0,
15825,,19151.0,
15826,,19163.0,
15840,,19164.0,
15841,,19176.0,
15846,,19184.0,
15854,,19189.0,
15860,,19195.0,
15867,,19207.0,
15869,,19208.0,
15870,,19220.0,
15872,,19229.0,
15881,,19252.0,
15887,,19264.0,
15888,,19271.0,
15891,,19277.0,
15895,,19281.0,
15899,,19288.0,
15917,,19293.0,
15922,,19297.0,
15927,,19299.0,
15929,,19303.0,
15930,,19319.0,
15950,,19326.0,
15951,,19339.0,
15984,,19350.0,
15991,,19357.0,
16002,,19367.0,
16012,,19383.0,
16035,,19386.0,
16043,,19410.0,
16053,,19416.0,
16074,,19429.0,
16075,,19450.0,
16078,,19454.0,
16083,,19467.0,
16084,,19471.0,
16087,,19473.0,
16091,,19479.0,
16094,,19482.0,
16103,,19483.0,
16121,,19532.0,
16124,,19546.0,
16134,,19565.0,
16136,,19569.0,
16142,,19570.0,
16144,,19592.0,
16147,,19608.0,
16152,,19666.0,
16159,,19675.0,
16173,,19695.0,
16178,,19704.0,
16197,,19716.0,
16204,,19743.0,
16212,,19744.0,
16216,,19749.0,
16219,,19760.0,
16230,,19765.0,
16237,,19771.0,
16252,,19776.0,
16265,,19778.0,
16281,,19782.0,
16292,,19787.0,
16305,,19800.0,
16313,,19814.0,
16316,,19816.0,
16329,,19820.0,
16333,,19827.0,
16368,,19828.0,
16379,,19838.0,
16383,,19841.0,
16384,,19845.0,
16391,,19857.0,
16401,,19864.0,
16421,,19875.0,
16424,,19880.0,
16428,,19883.0,
16433,,19886.0,
16440,,19898.0,
16460,,19944.0,
16462,,19947.0,
16463,,19953.0,
16475,,19964.0,
16477,,19970.0,
16479,,19978.0,
16480,,19983.0,
16481,,20006.0,
16483,,20008.0,
16487,,20025.0,
16489,,20035.0,
16506,,20041.0,
16511,,20044.0,
16527,,20052.0,
16545,,20061.0,
16548,,20062.0,
16553,,20076.0,
16557,,20077.0,
16561,,20081.0,
16562,,20082.0,
16570,,20083.0,
16573,,20088.0,
16580,,20116.0,
16587,,20120.0,
16591,,20131.0,
16616,,20135.0,
16639,,20140.0,
16640,,20146.0,
16643,,20183.0,
16647,,20195.0,
16656,,20196.0,
16665,,20199.0,
16693,,20207.0,
16695,,20212.0,
16708,,20217.0,
16725,,20222.0,
16729,,20225.0,
16733,,20226.0,
16735,,20229.0,
16746,,20234.0,
16751,,20238.0,
16753,,20246.0,
16761,,20249.0,
16768,,20252.0,
16776,,20258.0,
16783,,20267.0,
16785,,20270.0,
16794,,20271.0,
16799,,20278.0,
16808,,20285.0,
16814,,20289.0,
16831,,20296.0,
16846,,20302.0,
16847,,20331.0,
16863,,20336.0,
16864,,20342.0,
16884,,20349.0,
16887,,20363.0,
16889,,20375.0,
16894,,20384.0,
16900,,20412.0,
16902,,20417.0,
16912,,20419.0,
16914,,20431.0,
16915,,20432.0,
16918,,20437.0,
16929,,20463.0,
16941,,20468.0,
16956,,20470.0,
16976,,20471.0,
16983,,20476.0,
16986,,20495.0,
17008,,20497.0,
17009,,20511.0,
17015,,20522.0,
17020,,20539.0,
17022,,20549.0,
17042,,20558.0,
17053,,20561.0,
17067,,20578.0,
17068,,20580.0,
17079,,20581.0,
17086,,20586.0,
17087,,20594.0,
17088,,20611.0,
17089,,20613.0,
17090,,20628.0,
17096,,20632.0,
17104,,20635.0,
17114,,20639.0,
17116,,20657.0,
